2021-04-04 19:51:49.168299; 42; 41; 43; 40; 41; 41; 635; 730; 523; 524; 782; 739; 717; 521; 711; 717; 705; 683; 708; 564
2021-04-04 20:02:14.138973; 44; 47; 45; 51; 47; 49; 740; 845; 624; 625; 938; 803; 818; 615; 842; 807; 838; 804; 802; 640
2021-04-04 20:12:39.416110; 34; 37; 36; 35; 37; 35; 573; 624; 464; 456; 674; 613; 614; 467; 621; 613; 625; 630; 627; 494
2021-04-04 20:22:57.681702; 42; 45; 46; 43; 46; 43; 697; 772; 566; 567; 871; 756; 771; 591; 746; 771; 766; 758; 782; 602
2021-04-04 20:33:21.087564; 39; 41; 39; 38; 38; 38; 558; 626; 465; 472; 740; 628; 611; 447; 627; 623; 621; 627; 647; 486
2021-04-04 20:43:46.960888; 40; 38; 37; 36; 36; 37; 551; 644; 449; 454; 669; 627; 589; 443; 590; 623; 614; 597; 608; 468
2021-04-04 20:54:13.770561; 46; 45; 46; 45; 48; 44; 716; 792; 582; 588; 844; 801; 792; 591; 757; 804; 800; 785; 794; 593
2021-04-04 21:04:28.017500; 51; 58; 55; 52; 54; 46; 820; 919; 690; 687; 999; 912; 918; 697; 867; 911; 954; 888; 946; 719
2021-04-04 21:14:47.492527; 55; 57; 61; 61; 58; 62; 940; 1069; 798; 783; 1184; 1083; 1056; 797; 1023; 1038; 1028; 1013; 1061; 838
2021-04-04 21:25:03.257785; 45; 46; 52; 50; 47; 45; 706; 802; 583; 592; 893; 829; 786; 605; 796; 823; 813; 779; 804; 627
