2021-04-02 16:22:56.798071; 79; 86; 79; 80; 81; 80; 743; 721; 732; 717; 761; 741; 814; 766; 854; 829; 830; 821; 808; 702
2021-04-02 16:33:07.530949; 73; 76; 74; 74; 75; 75; 689; 670; 700; 658; 699; 648; 767; 752; 785; 762; 782; 759; 769; 608
2021-04-02 16:43:17.236989; 78; 80; 82; 76; 79; 77; 732; 710; 675; 668; 735; 677; 806; 765; 810; 845; 805; 816; 836; 659
2021-04-02 16:53:27.744453; 67; 69; 71; 68; 70; 69; 648; 600; 630; 609; 677; 650; 669; 673; 703; 697; 737; 709; 695; 591
2021-04-02 17:03:38.390930; 75; 78; 78; 77; 79; 76; 690; 678; 697; 699; 717; 681; 785; 759; 800; 782; 788; 794; 775; 648
2021-04-02 17:13:47.548643; 73; 76; 74; 74; 81; 74; 691; 678; 685; 669; 759; 662; 761; 751; 803; 775; 777; 771; 795; 621
2021-04-02 17:23:57.359125; 76; 77; 78; 77; 76; 77; 705; 677; 677; 677; 714; 650; 774; 742; 793; 780; 749; 821; 784; 640
2021-04-02 17:34:08.791333; 73; 77; 75; 73; 77; 75; 681; 655; 709; 670; 708; 653; 765; 733; 796; 741; 747; 761; 780; 617
2021-04-02 17:44:17.375599; 76; 77; 77; 76; 81; 76; 700; 690; 700; 669; 717; 684; 812; 760; 789; 794; 790; 797; 814; 659
2021-04-02 17:54:27.752583; 77; 78; 81; 77; 79; 80; 708; 700; 723; 652; 712; 708; 768; 756; 820; 774; 763; 842; 795; 652
