time_elapsed,average_sol
30,78.71428571428571
60,97.42857142857143
90,99.0
120,105.33333333333333
150,131.0
180,111.57142857142857
210,112.0
300,107.42857142857143
390,88.0
450,113.0
510,142.0
600,115.57142857142857
750,103.57142857142857
840,121.0
900,109.5
1020,140.0
1050,121.16666666666667
1080,145.0
1200,134.5
1380,109.5
1500,112.0
1560,85.66666666666667
1650,78.0
1800,104.33333333333333
1920,93.0
2100,124.66666666666667
2400,131.0
2700,80.33333333333333
3000,122.0
3600,98.0
4500,91.0
