time,obj_func,obj_func_max_value
36,obj_1,170000.0
36,obj_2,225000.0
36,obj_3,155000.0
36,obj_4,51000.0
36,obj_5,61500.0
36,obj_6,25500.0
36,obj_7,168000.0
36,obj_8,258000.0
36,obj_9,258000.0
67,obj_1,170000.0
67,obj_2,225000.0
67,obj_3,155000.0
67,obj_4,51000.0
67,obj_5,61500.0
67,obj_6,25500.0
67,obj_7,174000.0
67,obj_8,270000.0
67,obj_9,270000.0
320,obj_1,170000.0
320,obj_2,225000.0
320,obj_3,155000.0
320,obj_4,51000.0
320,obj_5,61500.0
320,obj_6,25500.0
320,obj_7,168000.0
320,obj_8,270000.0
320,obj_9,270000.0
624,obj_1,170000.0
624,obj_2,225000.0
624,obj_3,155000.0
624,obj_4,51000.0
624,obj_5,61500.0
624,obj_6,25500.0
624,obj_7,168000.0
624,obj_8,270000.0
624,obj_9,270000.0
933,obj_1,170000.0
933,obj_2,225000.0
933,obj_3,155000.0
933,obj_4,51000.0
933,obj_5,58500.0
933,obj_6,25500.0
933,obj_7,168000.0
933,obj_8,270000.0
933,obj_9,270000.0
1832,obj_1,170000.0
1832,obj_2,225000.0
1832,obj_3,155000.0
1832,obj_4,51000.0
1832,obj_5,58500.0
1832,obj_6,25500.0
1832,obj_7,168000.0
1832,obj_8,270000.0
1832,obj_9,270000.0
2743,obj_1,170000.0
2743,obj_2,225000.0
2743,obj_3,155000.0
2743,obj_4,51000.0
2743,obj_5,55500.0
2743,obj_6,25500.0
2743,obj_7,168000.0
2743,obj_8,270000.0
2743,obj_9,270000.0
3638,obj_1,170000.0
3638,obj_2,225000.0
3638,obj_3,155000.0
3638,obj_4,51000.0
3638,obj_5,55500.0
3638,obj_6,25500.0
3638,obj_7,168000.0
3638,obj_8,270000.0
3638,obj_9,270000.0
3639,obj_1,170000.0
3639,obj_2,225000.0
3639,obj_3,155000.0
3639,obj_4,51000.0
3639,obj_5,55500.0
3639,obj_6,25500.0
3639,obj_7,168000.0
3639,obj_8,270000.0
3639,obj_9,270000.0
4542,obj_1,170000.0
4542,obj_2,225000.0
4542,obj_3,155000.0
4542,obj_4,51000.0
4542,obj_5,55500.0
4542,obj_6,25500.0
4542,obj_7,168000.0
4542,obj_8,270000.0
4542,obj_9,270000.0
