time,obj_func,obj_func_max_value
37,obj_1,620000.0
37,obj_2,615000.0
37,obj_3,865000.0
37,obj_4,1155000.0
37,obj_5,1050000.0
37,obj_6,1245000.0
37,obj_7,960000.0
37,obj_8,1170000.0
37,obj_9,1170000.0
75,obj_1,620000.0
75,obj_2,625000.0
75,obj_3,830000.0
75,obj_4,1230000.0
75,obj_5,960000.0
75,obj_6,1125000.0
75,obj_7,984000.0
75,obj_8,1134000.0
75,obj_9,1134000.0
340,obj_1,660000.0
340,obj_2,635000.0
340,obj_3,880000.0
340,obj_4,1215000.0
340,obj_5,1110000.0
340,obj_6,1125000.0
340,obj_7,978000.0
340,obj_8,1110000.0
340,obj_9,1110000.0
658,obj_1,610000.0
658,obj_2,600000.0
658,obj_3,890000.0
658,obj_4,1230000.0
658,obj_5,1050000.0
658,obj_6,1185000.0
658,obj_7,942000.0
658,obj_8,1128000.0
658,obj_9,1128000.0
974,obj_1,585000.0
974,obj_2,635000.0
974,obj_3,905000.0
974,obj_4,1200000.0
974,obj_5,1095000.0
974,obj_6,1170000.0
974,obj_7,942000.0
974,obj_8,1206000.0
974,obj_9,1206000.0
1917,obj_1,605000.0
1917,obj_2,645000.0
1917,obj_3,920000.0
1917,obj_4,1200000.0
1917,obj_5,1065000.0
1917,obj_6,1200000.0
1917,obj_7,948000.0
1917,obj_8,1158000.0
1917,obj_9,1158000.0
2836,obj_1,625000.0
2836,obj_2,605000.0
2836,obj_3,920000.0
2836,obj_4,1260000.0
2836,obj_5,1050000.0
2836,obj_6,1275000.0
2836,obj_7,984000.0
2836,obj_8,1158000.0
2836,obj_9,1158000.0
3745,obj_1,625000.0
3745,obj_2,680000.0
3745,obj_3,915000.0
3745,obj_4,1140000.0
3745,obj_5,1020000.0
3745,obj_6,1155000.0
3745,obj_7,930000.0
3745,obj_8,1188000.0
3745,obj_9,1188000.0
3772,obj_1,615000.0
3772,obj_2,660000.0
3772,obj_3,890000.0
3772,obj_4,1200000.0
3772,obj_5,975000.0
3772,obj_6,1200000.0
3772,obj_7,948000.0
3772,obj_8,1164000.0
3772,obj_9,1164000.0
4714,obj_1,655000.0
4714,obj_2,630000.0
4714,obj_3,935000.0
4714,obj_4,1275000.0
4714,obj_5,1065000.0
4714,obj_6,1245000.0
4714,obj_7,978000.0
4714,obj_8,1242000.0
4714,obj_9,1242000.0
