time,obj_func,obj_func_max_value
43,obj_1,770000.0
43,obj_2,640000.0
43,obj_3,830000.0
43,obj_4,1245000.0
43,obj_5,1230000.0
43,obj_6,930000.0
43,obj_7,774000.0
43,obj_8,1074000.0
43,obj_9,1074000.0
80,obj_1,795000.0
80,obj_2,650000.0
80,obj_3,840000.0
80,obj_4,1260000.0
80,obj_5,1215000.0
80,obj_6,930000.0
80,obj_7,720000.0
80,obj_8,1032000.0
80,obj_9,1032000.0
365,obj_1,835000.0
365,obj_2,620000.0
365,obj_3,850000.0
365,obj_4,1245000.0
365,obj_5,1215000.0
365,obj_6,930000.0
365,obj_7,756000.0
365,obj_8,1152000.0
365,obj_9,1152000.0
688,obj_1,805000.0
688,obj_2,665000.0
688,obj_3,845000.0
688,obj_4,1290000.0
688,obj_5,1290000.0
688,obj_6,900000.0
688,obj_7,750000.0
688,obj_8,1098000.0
688,obj_9,1098000.0
1016,obj_1,865000.0
1016,obj_2,640000.0
1016,obj_3,875000.0
1016,obj_4,1260000.0
1016,obj_5,1260000.0
1016,obj_6,900000.0
1016,obj_7,732000.0
1016,obj_8,1098000.0
1016,obj_9,1098000.0
1984,obj_1,845000.0
1984,obj_2,630000.0
1984,obj_3,855000.0
1984,obj_4,1275000.0
1984,obj_5,1215000.0
1984,obj_6,885000.0
1984,obj_7,792000.0
1984,obj_8,1092000.0
1984,obj_9,1092000.0
2909,obj_1,795000.0
2909,obj_2,630000.0
2909,obj_3,895000.0
2909,obj_4,1320000.0
2909,obj_5,1170000.0
2909,obj_6,945000.0
2909,obj_7,732000.0
2909,obj_8,1092000.0
2909,obj_9,1092000.0
3838,obj_1,865000.0
3838,obj_2,665000.0
3838,obj_3,850000.0
3838,obj_4,1320000.0
3838,obj_5,1290000.0
3838,obj_6,975000.0
3838,obj_7,786000.0
3838,obj_8,1086000.0
3838,obj_9,1086000.0
3855,obj_1,840000.0
3855,obj_2,625000.0
3855,obj_3,890000.0
3855,obj_4,1305000.0
3855,obj_5,1290000.0
3855,obj_6,990000.0
3855,obj_7,744000.0
3855,obj_8,1140000.0
3855,obj_9,1140000.0
4785,obj_1,875000.0
4785,obj_2,630000.0
4785,obj_3,885000.0
4785,obj_4,1305000.0
4785,obj_5,1245000.0
4785,obj_6,960000.0
4785,obj_7,756000.0
4785,obj_8,1104000.0
4785,obj_9,1104000.0
9963,obj_1,845000.0
9963,obj_2,695000.0
9963,obj_3,895000.0
9963,obj_4,1305000.0
9963,obj_5,1290000.0
9963,obj_6,945000.0
9963,obj_7,762000.0
9963,obj_8,1122000.0
9963,obj_9,1122000.0
