1,0.0,0.0,0.0,0.0,0.0,472750000.0,473937500.0,474500000.0,475625000.0,478500000.0,55000.0,65000.0,87500.0,106250.0,120000.0,50000.0,100000.0,107500.0,115000.0,135000.0,135000.0,146250.0,165000.0,187500.0,210000.0,135000.0,146250.0,165000.0,187500.0,210000.0
2,0.0,0.0,0.0,0.0,0.0,470000000.0,472750000.0,475250000.0,476750000.0,478750000.0,55000.0,70000.0,95000.0,110000.0,150000.0,80000.0,95000.0,105000.0,125000.0,145000.0,135000.0,165000.0,180000.0,195000.0,225000.0,135000.0,165000.0,180000.0,195000.0,225000.0
4,0.0,0.0,0.0,0.0,0.0,469750000.0,472250000.0,474500000.0,476500000.0,479250000.0,60000.0,85000.0,100000.0,145000.0,165000.0,85000.0,100000.0,125000.0,160000.0,205000.0,90000.0,135000.0,165000.0,210000.0,255000.0,90000.0,135000.0,165000.0,210000.0,255000.0
8,0.0,0.0,0.0,0.0,0.0,467250000.0,471500000.0,473625000.0,476250000.0,478750000.0,60000.0,90000.0,110000.0,148750.0,185000.0,95000.0,107500.0,130000.0,162500.0,205000.0,105000.0,138750.0,172500.0,206250.0,255000.0,105000.0,138750.0,172500.0,206250.0,255000.0
16,1.0,1.0,1.0,1.0,1.0,470500000.0,473937500.0,475750000.0,476562500.0,482250000.0,25000.0,80000.0,127500.0,157500.0,205000.0,70000.0,123750.0,145000.0,180000.0,210000.0,105000.0,135000.0,157500.0,210000.0,255000.0,105000.0,135000.0,157500.0,210000.0,255000.0
32,1.0,1.0,1.0,1.0,1.0,468250000.0,473937500.0,475875000.0,477062500.0,483000000.0,25000.0,105000.0,147500.0,166250.0,205000.0,70000.0,98750.0,125000.0,158750.0,210000.0,90000.0,120000.0,172500.0,213750.0,285000.0,90000.0,120000.0,172500.0,213750.0,285000.0
64,2.0,2.0,2.0,2.0,2.0,468250000.0,473687500.0,475250000.0,477000000.0,482500000.0,20000.0,102500.0,135000.0,165000.0,220000.0,55000.0,105000.0,142500.0,181250.0,220000.0,90000.0,135000.0,172500.0,213750.0,285000.0,90000.0,135000.0,172500.0,213750.0,285000.0
128,4.0,4.0,4.0,4.0,4.0,468250000.0,474000000.0,474875000.0,476437500.0,480750000.0,20000.0,95000.0,127500.0,155000.0,220000.0,40000.0,107500.0,155000.0,178750.0,240000.0,90000.0,150000.0,180000.0,210000.0,285000.0,90000.0,150000.0,180000.0,210000.0,285000.0
256,8.0,8.0,8.0,8.0,8.0,469250000.0,473750000.0,474750000.0,478250000.0,482750000.0,5000.0,90000.0,117500.0,155000.0,225000.0,40000.0,140000.0,160000.0,196250.0,250000.0,90000.0,135000.0,172500.0,225000.0,300000.0,90000.0,135000.0,172500.0,225000.0,300000.0
512,17.0,17.0,17.0,17.0,17.0,469250000.0,474250000.0,476250000.0,478750000.0,484750000.0,5000.0,80000.0,110000.0,155000.0,225000.0,40000.0,145000.0,175000.0,215000.0,250000.0,75000.0,150000.0,195000.0,225000.0,315000.0,75000.0,150000.0,195000.0,225000.0,315000.0
1024,35.0,35.0,35.0,35.0,35.0,470250000.0,474250000.0,476125000.0,477937500.0,483000000.0,5000.0,71250.0,110000.0,145000.0,225000.0,80000.0,151250.0,187500.0,215000.0,250000.0,105000.0,165000.0,210000.0,251250.0,315000.0,105000.0,165000.0,210000.0,251250.0,315000.0
2048,70.0,70.0,70.0,70.0,70.0,470250000.0,474500000.0,476875000.0,479625000.0,485750000.0,5000.0,80000.0,115000.0,145000.0,225000.0,80000.0,150000.0,180000.0,210000.0,250000.0,90000.0,150000.0,210000.0,255000.0,315000.0,90000.0,150000.0,210000.0,255000.0,315000.0
