2021-04-04 19:39:38.865122; 7; 3; 2017; 7; 5; 9; 4703; 4668; 4724; 4628; 4710; 4678; 5137; 4133; 5161; 4916; 5111; 5111; 5060; 3697
2021-04-04 19:40:53.661447; 11; 2001; 11; 7; 8; 10; 4640; 4698; 4652; 4566; 4671; 4702; 5072; 4216; 5115; 4909; 5022; 5105; 4999; 3677
2021-04-04 19:42:05.988791; 7; 72; 1932; 10; 21; 6; 4663; 4715; 4652; 4657; 4670; 4648; 5142; 4208; 5101; 4955; 5140; 5101; 4965; 3647
2021-04-04 19:43:24.455837; 11; 9; 8; 7; 29; 1984; 4616; 4501; 4536; 4502; 4482; 4555; 4963; 3947; 4957; 4831; 4906; 4997; 4842; 3559
2021-04-04 19:44:34.109398; 6; 5; 1817; 174; 43; 3; 4672; 4589; 4635; 4505; 4644; 4579; 5047; 4129; 5080; 4921; 4929; 5086; 4960; 3623
2021-04-04 19:45:46.756332; 9; 4; 1980; 19; 23; 13; 4660; 4573; 4588; 4578; 4627; 4620; 4997; 4066; 5039; 4830; 4938; 5035; 4890; 3619
2021-04-04 19:46:57.170490; 3; 18; 11; 3; 2011; 2; 4591; 4650; 4587; 4503; 4557; 4560; 4971; 4060; 5038; 4888; 5003; 5045; 4898; 3557
2021-04-04 19:48:11.798375; 10; 9; 1957; 21; 37; 14; 4601; 4657; 4741; 4532; 4682; 4611; 5076; 4239; 5042; 4901; 5067; 5077; 4955; 3666
2021-04-04 19:49:20.816460; 1859; 5; 13; 4; 154; 13; 4496; 4487; 4561; 4493; 4538; 4466; 4925; 4016; 4875; 4884; 4894; 4936; 4825; 3505
2021-04-04 19:50:38.691864; 11; 4; 2025; 2; 2; 4; 4638; 4608; 4660; 4548; 4649; 4592; 5084; 4098; 5030; 4904; 5005; 5094; 4920; 3593
