time_elapsed,average_sol
30,63.66666666666667
60,65.70833333333333
90,62.0
120,86.5
150,99.0
180,97.70833333333334
210,97.0
300,106.75
390,137.0
450,122.2
511,94.0
600,125.0
750,115.25
841,162.0
900,114.7
1021,156.0
1050,159.66666666666666
1080,144.0
1200,161.58333333333334
1350,155.0
1380,127.3
1501,189.0
1560,160.25
1651,145.0
1800,158.5
1921,203.0
2101,203.0
2400,155.16666666666666
2700,149.25
3000,118.83333333333333
