time_elapsed,average_sol
30,99.33333333333333
60,90.0
120,99.33333333333333
180,131.0
300,129.66666666666666
450,129.0
600,150.66666666666666
750,91.66666666666667
900,104.0
1050,111.66666666666667
1200,151.25
1380,80.66666666666667
1560,110.66666666666667
1800,93.33333333333333
2100,104.66666666666667
2400,102.0
2700,100.0
3000,82.0
