2021-04-02 18:04:38.018577; 81; 85; 85; 84; 85; 83; 760; 550; 835; 775; 704; 549; 900; 828; 901; 775; 775; 903; 850; 678
2021-04-02 18:14:45.909254; 84; 86; 83; 84; 83; 82; 768; 555; 819; 814; 748; 554; 880; 840; 875; 795; 773; 893; 850; 738
2021-04-02 18:24:53.740890; 85; 86; 84; 85; 84; 84; 800; 553; 839; 791; 722; 547; 903; 828; 914; 768; 777; 864; 840; 716
2021-04-02 18:35:01.750021; 83; 83; 84; 82; 82; 83; 741; 533; 797; 766; 710; 534; 888; 806; 878; 741; 730; 891; 806; 698
2021-04-02 18:45:09.101999; 80; 83; 80; 81; 81; 81; 712; 528; 788; 736; 723; 532; 860; 821; 867; 766; 767; 895; 786; 680
2021-04-02 18:55:17.887818; 81; 83; 84; 82; 84; 85; 783; 542; 820; 780; 705; 543; 870; 795; 920; 764; 782; 914; 823; 705
2021-04-02 19:05:27.408462; 83; 81; 83; 81; 84; 83; 749; 539; 774; 773; 710; 540; 844; 802; 892; 795; 788; 895; 818; 699
2021-04-02 19:15:35.583012; 78; 80; 81; 81; 81; 81; 732; 528; 785; 721; 709; 526; 854; 774; 845; 756; 772; 883; 785; 672
2021-04-02 19:25:43.459520; 83; 84; 84; 83; 83; 83; 729; 545; 804; 775; 715; 538; 887; 853; 887; 793; 763; 874; 809; 696
2021-04-02 19:35:51.457950; 82; 83; 85; 83; 83; 84; 788; 552; 819; 781; 735; 555; 889; 840; 928; 771; 774; 858; 828; 716
