43,obj_6,930000.0
80,obj_6,930000.0
365,obj_6,930000.0
688,obj_6,900000.0
1016,obj_6,900000.0
1984,obj_6,885000.0
2909,obj_6,945000.0
3838,obj_6,975000.0
3855,obj_6,990000.0
4785,obj_6,960000.0
9963,obj_6,945000.0
