2021-04-05 01:03:05.386149; 53; 58; 63; 52; 52; 48; 1002; 1062; 826; 805; 1207; 1028; 1031; 815; 1022; 1073; 1099; 1068; 1069; 899
2021-04-05 01:13:22.097637; 51; 41; 54; 42; 43; 39; 830; 918; 680; 695; 1012; 910; 886; 700; 873; 917; 894; 885; 961; 730
2021-04-05 01:23:45.032917; 59; 69; 55; 53; 61; 53; 1081; 1139; 904; 884; 1333; 1169; 1172; 875; 1160; 1159; 1157; 1103; 1194; 982
2021-04-05 01:34:02.875112; 50; 68; 56; 51; 52; 57; 1029; 1069; 859; 855; 1329; 1076; 1066; 840; 1065; 1141; 1120; 1109; 1106; 910
2021-04-05 01:44:15.229865; 46; 56; 52; 84; 69; 60; 1206; 1245; 988; 988; 1516; 1238; 1285; 982; 1253; 1272; 1329; 1285; 1284; 1084
2021-04-05 01:54:30.260542; 42; 39; 41; 38; 42; 36; 714; 732; 596; 574; 880; 755; 740; 578; 766; 760; 774; 766; 772; 632
2021-04-05 02:04:58.120723; 47; 50; 45; 45; 49; 45; 944; 983; 741; 783; 1168; 945; 979; 770; 994; 1015; 987; 966; 1005; 806
2021-04-05 02:15:15.780486; 46; 46; 49; 48; 45; 49; 888; 945; 724; 756; 1077; 952; 928; 723; 930; 952; 983; 931; 959; 808
2021-04-05 02:25:29.032519; 54; 48; 45; 47; 53; 44; 860; 894; 755; 725; 1088; 930; 962; 737; 917; 994; 973; 930; 982; 770
2021-04-05 02:35:48.660211; 47; 51; 45; 49; 47; 47; 844; 890; 697; 681; 1016; 897; 920; 694; 908; 914; 892; 905; 915; 737
