2021-04-02 21:31:31.758997; 32; 34; 33; 35; 34; 33; 359; 366; 313; 302; 405; 398; 409; 337; 410; 423; 404; 390; 411; 323
2021-04-02 21:42:11.059709; 31; 32; 33; 36; 33; 33; 331; 344; 299; 289; 379; 340; 377; 314; 366; 383; 392; 380; 404; 302
2021-04-02 21:52:46.566255; 30; 33; 32; 31; 32; 32; 349; 364; 304; 280; 386; 357; 378; 303; 378; 387; 389; 382; 384; 306
2021-04-02 22:03:21.821357; 33; 33; 34; 34; 34; 33; 359; 386; 305; 287; 416; 393; 384; 333; 401; 398; 419; 425; 403; 337
2021-04-02 22:14:02.066226; 31; 31; 32; 31; 33; 31; 349; 344; 310; 281; 366; 351; 381; 324; 364; 371; 393; 357; 392; 315
2021-04-02 22:24:44.622374; 33; 34; 34; 34; 34; 34; 370; 390; 317; 292; 406; 362; 416; 326; 406; 444; 406; 407; 403; 338
2021-04-02 22:35:23.984782; 31; 34; 33; 32; 33; 32; 355; 354; 308; 299; 385; 342; 386; 317; 413; 420; 426; 387; 391; 324
2021-04-02 22:45:59.177036; 34; 33; 32; 32; 33; 33; 346; 372; 320; 282; 396; 363; 386; 321; 395; 441; 411; 401; 395; 344
2021-04-02 22:56:36.372331; 33; 35; 35; 34; 33; 34; 365; 370; 309; 296; 404; 382; 411; 346; 405; 426; 417; 411; 407; 352
2021-04-02 23:07:12.917014; 32; 33; 34; 33; 33; 34; 356; 399; 315; 291; 409; 386; 385; 338; 410; 393; 431; 398; 392; 324
