2021-08-23 12:31:56.680486 ; 1 ; True ; 0:00:00.056911 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 2 ; True ; 0:00:00.083603 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 4 ; True ; 0:00:00.175878 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 8 ; True ; 0:00:00.418103 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 16 ; True ; 0:00:00.808790 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 32 ; True ; 0:00:01.813060 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 64 ; True ; 0:00:03.575657 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 128 ; True ; 0:00:06.952652 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 256 ; True ; 0:00:13.920965 ; 1023747;1024000;0;0;445;0;21112;26002;26577;20848;

2021-08-23 12:31:56.680486 ; 279 ; True ; 0:00:13.920965 ; 1023747;1024000;3333.0;0;445;0;21112;26002;26577;20848;

# shake 0;278;0;0;0;0;0
# local 0;0;0;0;0;0;0
# time timestamp
