2020-12-30 11:28:10.732084;30;511129;512000;45.0;0;220;0;27750.0;43624.0;47527.0;40095.0
2020-12-30 11:28:10.732084;30;511454;512000;43.0;0;226;0;28250.0;45434.0;44787.0;39570.0
2020-12-30 11:28:10.732084;30;511576;512000;40.0;0;220;0;27765.0;45483.0;45169.0;39735.0
2020-12-30 11:28:10.732084;30;511844;512000;39.0;0;221;0;27625.0;43826.0;48761.0;38357.0
2020-12-30 11:28:10.732084;30;511300;512000;39.0;0;226;0;28250.0;42734.0;46362.0;39570.0
2020-12-30 11:28:10.732084;30;511774;512000;39.0;0;220;0;27833.0;45087.0;47496.0;37980.0
2020-12-30 11:28:10.732084;30;509740;512000;37.0;0;220;0;27780.0;43332.0;49772.0;37058.0
2020-12-30 11:28:10.732084;30;511671;512000;35.0;0;222;0;27890.0;44608.0;45701.0;37387.0
2020-12-30 11:28:10.732084;30;509656;512000;34.0;0;219;0;27708.0;43807.0;47494.0;38022.0
2020-12-30 11:28:10.732084;30;511655;512000;29.0;0;222;0;27750.0;27750.0;53502.0;51282.0
2020-12-30 11:28:10.732084;30;511222;512000;28.0;0;222;0;27750.0;27964.0;51182.0;47550.0
2020-12-30 11:28:10.732084;30;511727;512000;28.0;0;222;0;27750.0;41070.0;48840.0;38184.0
2020-12-30 11:28:10.732084;30;509319;512000;24.0;0;220;0;27500.0;27714.0;50284.0;52572.0
2020-12-30 11:28:10.732084;30;511933;512000;23.0;0;219;0;59261.0;27696.0;59586.0;27825.0
2020-12-30 11:28:10.732084;30;511758;512000;22.0;0;223;0;27875.0;28089.0;48761.0;45775.0
2020-12-30 11:28:10.732084;30;511606;512000;22.0;0;221;0;27625.0;27811.0;46759.0;53662.0
2020-12-30 11:28:10.732084;30;511933;512000;20.0;0;219;0;27375.0;27696.0;56804.0;49225.0
2020-12-30 11:28:10.732084;30;511651;512000;18.0;0;221;0;27625.0;27811.0;47197.0;52567.0
2020-12-30 11:28:10.732084;30;512000;512000;17.0;0;220;0;51227.0;44298.0;39247.0;27914.0
2020-12-30 11:28:10.732084;30;511910;512000;17.0;0;220;0;27833.0;53295.0;27624.0;55044.0
2020-12-30 11:28:10.732084;30;511848;512000;17.0;0;220;0;50297.0;27807.0;52032.0;27612.0
2020-12-30 11:28:10.732084;30;511606;512000;14.0;0;221;0;27625.0;27811.0;47416.0;49501.0
2020-12-30 11:28:10.732084;30;510449;512000;12.0;0;220;0;45708.0;43332.0;41996.0;27770.0
2020-12-30 11:28:10.732084;30;511972;512000;11.0;0;223;0;27875.0;28089.0;45004.0;51300.0
2020-12-30 11:28:10.732084;30;511266;512000;11.0;0;221;0;27625.0;27839.0;46352.0;49526.0
2020-12-30 11:28:10.732084;30;511415;512000;6.0;0;223;0;27875.0;47316.0;27987.0;47322.0
2020-12-30 11:28:10.732084;30;510981;512000;6.0;0;223;0;28145.0;28239.0;45056.0;43535.0
