time_elapsed,average_sol
30,74.35
60,84.25
90,131.0
120,129.33333333333334
150,96.0
180,120.58333333333334
210,100.0
300,145.0
390,172.0
450,148.66666666666666
510,129.0
600,155.54166666666669
750,168.25
841,161.0
900,174.66666666666669
1020,182.0
1050,181.75
1081,197.0
1200,205.9
1351,170.0
1380,152.1
1501,249.0
1560,214.75
1651,222.0
1800,192.75
1921,218.0
2101,236.33333333333334
2401,219.0
2701,246.0
3001,225.75
3601,275.0
