2021-04-04 21:35:23.883855; 36; 38; 37; 37; 45; 37; 710; 708; 580; 563; 801; 757; 736; 565; 733; 749; 735; 722; 729; 625
2021-04-04 21:45:50.301227; 39; 37; 35; 34; 39; 37; 659; 708; 552; 540; 808; 712; 717; 547; 715; 743; 729; 674; 705; 631
2021-04-04 21:56:15.321990; 40; 64; 41; 40; 43; 41; 785; 831; 649; 670; 975; 818; 828; 659; 838; 880; 859; 806; 847; 712
2021-04-04 22:06:36.719002; 37; 37; 39; 37; 39; 37; 672; 685; 532; 547; 815; 683; 700; 554; 705; 744; 695; 696; 703; 595
2021-04-04 22:17:00.179112; 39; 42; 39; 40; 42; 39; 726; 746; 589; 579; 896; 723; 760; 593; 761; 744; 760; 746; 762; 630
2021-04-04 22:27:23.306967; 43; 43; 40; 40; 41; 40; 719; 764; 577; 589; 861; 741; 750; 581; 753; 757; 777; 737; 751; 649
2021-04-04 22:37:45.543552; 38; 38; 41; 35; 35; 34; 632; 646; 533; 521; 768; 695; 670; 527; 675; 696; 702; 677; 686; 599
2021-04-04 22:48:11.410157; 41; 41; 41; 39; 39; 40; 663; 727; 559; 525; 832; 693; 733; 551; 717; 725; 727; 722; 744; 625
2021-04-04 22:58:36.037398; 34; 38; 36; 38; 36; 46; 630; 652; 506; 519; 776; 666; 680; 526; 691; 708; 689; 677; 694; 601
2021-04-04 23:09:00.513811; 36; 41; 37; 38; 47; 37; 734; 764; 577; 598; 872; 764; 792; 593; 760; 760; 782; 740; 755; 657
